sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,19,1,1,0,3,2,2,2,1,1,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,4.5,4.0,5
1,18,0,0,0,4,3,0,2,2,0,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,5.0,5.0,5
1,18,0,1,0,1,2,3,4,0,2,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,5.0,5.0,6
1,17,0,0,1,4,1,2,4,0,0,2,1,0,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,5.5,5.5,5
1,17,0,0,1,3,2,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,6.5,6.5,7
0,18,1,0,0,1,1,3,4,1,0,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,8.5,8.5,9
0,18,0,1,0,1,1,4,4,0,0,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,6.0,6.5,7
0,17,0,1,0,2,2,4,4,2,0,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,6.0,6.0,7
0,18,0,1,0,2,1,4,4,1,0,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,6.0,6.5,7
1,17,0,1,0,1,1,4,4,1,1,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,6.0,6.0,6
0,18,0,1,0,2,2,3,3,3,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,2,0,9.0,9.0,9
0,17,0,1,0,1,1,2,0,1,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,6.5,6.5,7
1,18,0,1,0,2,1,2,2,1,0,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,7.0,7.5,8
1,18,0,0,1,4,4,0,0,1,0,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,8.5,8.5,9
1,18,0,1,0,4,2,0,4,0,0,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,7.5,8.0,8
0,17,0,1,0,4,3,1,2,1,0,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,8.5,9.0,9
0,17,1,0,0,3,1,2,4,1,0,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,9.0,9.5,10
1,18,1,0,0,3,2,2,4,1,0,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,7.0,7.5,8
1,17,0,1,0,3,3,1,4,0,0,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,7.0,7.5,8
0,19,0,1,0,4,4,1,4,1,2,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,7.0,6.5,7
0,18,0,0,0,4,3,4,4,0,2,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,6.5,7.0,7
0,18,0,1,0,4,3,4,4,1,1,1,4,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,8.0,8.5,9
1,18,0,0,0,4,4,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,9.0,9.0,9
0,18,0,0,1,4,4,1,4,0,0,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,7.0,7.5,8
1,17,0,0,0,4,4,4,0,0,1,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,6.0,6.5,7
0,17,1,1,0,4,4,2,2,1,0,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,3.5,3.5,4
0,17,0,1,0,4,2,4,4,1,0,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,8.0,8.0,8
0,17,0,1,0,3,2,1,1,1,1,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,9.0,9.0,9
1,19,1,0,0,2,1,3,2,2,0,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,4.5,5.0,6
1,20,0,1,1,3,2,2,4,2,2,1,1,2,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,7.0,7.5,8
1,19,1,1,0,3,3,4,2,1,1,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,5.0,5.0,6
0,18,0,1,0,1,4,4,0,0,0,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,5.0,5.0,6
0,18,0,1,0,2,1,2,4,2,0,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,2,1,2,6.0,6.0,8
0,17,0,1,0,2,3,4,4,2,1,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,5.5,6.0,7
0,17,1,1,0,4,4,0,0,2,0,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,7.5,8.0,9
0,18,0,1,0,4,3,4,4,2,0,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,7.0,7.5,9
0,18,0,0,0,4,3,1,2,2,0,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,6.0,6.0,8
0,17,1,1,0,3,4,3,2,2,1,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,7.5,7.5,9
0,18,0,1,0,3,3,3,4,2,1,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,5.5,6.0,7
1,19,0,1,0,4,2,1,4,2,0,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,5.5,5.0,5
0,18,0,1,0,4,4,0,4,2,0,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,6.0,5.5,7
0,18,0,1,0,3,4,4,4,2,0,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,5.5,6.0,7
0,17,0,1,0,4,4,1,1,2,0,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,7.0,7.5,9
0,17,0,1,1,4,3,2,2,2,0,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,7.5,7.0,9
0,17,0,0,1,3,3,2,4,0,0,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,6.0,6.0,7
0,17,0,0,0,2,1,4,4,0,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,5.5,6.0,7
1,18,0,0,0,4,4,4,4,1,1,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,4.0,4.5,6
0,19,0,1,0,1,1,4,4,2,2,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,5.0,5.0,6
0,19,0,0,1,1,1,4,4,2,2,3,2,2,0,1,0,0,0,1,1,1,5,3,4,1,1,4,2,4.0,4.0,5
0,18,0,1,0,2,2,4,4,2,0,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,5.0,5.0,5
0,17,0,1,0,2,2,4,4,2,0,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,7.0,6.5,7
0,17,1,0,0,2,2,2,2,2,0,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,5.5,5.5,5
0,17,0,1,0,3,1,2,2,2,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,0,8.5,9.0,9
0,17,0,0,0,0,2,3,3,0,1,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,7.0,7.0,8
0,18,0,1,0,1,1,4,4,0,0,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,7.0,7.0,7
1,18,0,1,0,4,4,4,4,2,0,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,6.5,7.0,7
1,17,0,1,0,3,3,4,2,1,0,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,8.5,9.0,9
1,17,1,1,0,2,2,2,4,2,0,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,5.5,5.0,5
0,17,0,1,0,4,4,0,2,2,0,1,3,0,0,1,0,1,1,1,1,0,5,4,4,1,3,4,0,6.5,6.0,7
0,17,0,1,0,4,4,0,0,2,0,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,7.5,7.0,8
0,17,0,1,0,3,3,3,4,2,0,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,5.5,6.0,6
1,18,0,0,0,2,2,4,4,2,0,1,4,0,0,1,1,1,1,1,1,0,4,5,5,2,4,5,0,5.5,5.5,6
1,19,1,1,0,3,2,3,2,0,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,5.5,5.0,5
0,18,0,1,0,2,2,3,4,2,0,4,2,0,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,5.0,4.5,5
0,17,1,1,0,2,4,3,4,2,1,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,7.5,7.5,8
1,18,0,1,0,2,2,4,4,1,0,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,7.5,7.0,8
0,18,0,1,0,3,3,2,2,0,0,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,5.0,5.5,6
0,18,0,0,0,2,2,4,4,0,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,5.0,4.5,6
0,18,1,1,0,2,2,3,4,2,0,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,7.0,6.5,7
0,17,0,1,0,3,4,2,4,2,0,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,5.5,6.5,7
0,17,0,1,0,3,2,4,4,0,0,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,6.0,6.5,8
0,18,0,0,0,3,3,2,2,0,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,7.0,7.0,8
0,17,1,1,1,3,2,4,4,0,0,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,7.0,7.0,8
1,18,0,1,0,4,4,0,2,0,1,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,6.0,6.0,7
1,18,0,0,0,3,4,2,4,0,0,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,8.0,8.0,9
0,17,0,1,1,2,2,3,3,0,1,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,5.0,6.0,7
0,18,0,1,0,2,3,3,4,2,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,5.5,6.0,7
0,18,0,1,0,3,2,4,2,3,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,7.0,8.0,9
1,18,1,1,0,4,3,0,2,2,0,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,7.5,7.0,9
1,18,0,1,0,4,3,0,4,2,0,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,7.0,6.5,7
0,17,0,1,0,4,3,1,4,1,0,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,5.5,6.0,7
0,17,0,1,0,2,1,2,4,2,0,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,6.0,7.5,8
0,17,0,1,0,2,1,2,4,1,0,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,6.0,8.0,8
0,19,0,0,1,2,3,3,4,0,2,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,5.0,5.5,6
0,17,0,1,0,3,1,4,3,0,0,1,1,1,0,1,1,0,1,1,1,1,4,1,2,1,1,3,6,5.0,6.5,7
0,21,0,0,0,4,4,4,4,1,2,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,4.5,6.0,6
1,18,0,0,0,2,2,2,2,1,0,1,2,0,0,1,0,1,0,0,1,0,4,4,4,1,3,3,11,4.5,5.5,6
1,18,0,0,1,3,4,4,4,1,2,1,2,0,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,6.5,7.0,8
0,17,0,1,0,2,2,2,2,1,0,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,6.5,8.5,9
1,17,0,0,1,4,4,1,4,1,0,1,3,0,0,1,0,0,1,1,1,0,4,4,2,1,2,4,2,6.0,7.5,8
0,18,0,0,0,4,2,0,4,2,0,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,7.0,8.5,9
1,21,1,0,0,1,1,3,4,2,2,2,2,2,0,1,0,1,1,0,1,1,5,3,3,5,2,4,21,4.5,5.0,5
0,20,1,1,0,1,1,4,4,1,2,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,5.5,7.5,8
0,19,0,1,0,4,4,0,4,0,2,1,1,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,4.5,5.0,6
1,17,0,0,1,3,2,4,4,1,0,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,2,5,10,8.0,9.0,9
0,18,0,1,0,3,2,3,4,1,1,1,3,0,0,1,0,0,1,1,1,1,4,3,4,1,2,2,5,7.0,8.5,9
1,18,1,1,0,2,3,4,2,1,1,1,1,0,0,0,0,0,1,1,1,0,3,1,3,4,5,4,13,6.5,7.0,7
1,19,0,1,0,2,1,4,4,1,0,1,1,0,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,3.5,5.5,6
0,18,0,0,1,2,2,2,4,1,0,2,2,0,0,1,0,0,1,1,1,0,4,1,4,1,3,4,10,7.0,8.5,9
0,20,0,1,0,1,0,4,4,1,0,2,1,1,1,0,0,0,1,1,1,1,5,3,1,1,1,5,5,4.0,5.0,5
0,18,0,1,0,3,2,2,4,0,0,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,5.0,6.5,7
0,16,0,1,0,1,3,3,4,3,1,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,5.0,5.5,6
0,16,1,1,0,2,2,4,4,2,0,2,2,0,0,1,0,1,1,1,1,0,4,4,4,1,1,5,0,6.0,6.0,6
0,15,1,1,0,1,1,3,2,3,0,1,1,1,0,1,0,0,1,1,0,1,4,1,3,1,1,2,6,5.0,5.0,5
0,15,1,1,0,3,3,3,4,2,0,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,5.0,5.0,6
0,16,1,1,0,2,3,3,2,2,0,2,2,0,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,8.0,8.5,9
0,15,1,0,0,2,1,3,4,0,0,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,3.0,4.0,5
1,16,1,0,1,4,4,3,4,0,0,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,5.0,5.5,6
1,16,0,1,1,1,2,4,4,3,0,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,5.0,5.5,6
0,17,1,1,0,3,2,3,4,2,1,1,2,1,0,0,0,0,1,1,0,1,4,5,4,1,2,5,0,5.0,5.0,5
0,17,1,1,0,1,1,4,4,3,1,1,1,1,0,1,0,0,0,0,1,0,5,4,4,2,2,5,0,3.0,3.0,4
0,15,1,1,0,4,4,0,4,2,0,2,1,0,0,0,0,0,1,1,1,1,1,5,1,3,5,5,0,6.5,7.0,7
0,16,0,0,1,2,2,3,4,1,0,2,4,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,5.0,4.5,6
0,15,1,0,0,1,1,3,2,1,1,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,4,0,5.0,5.0,5
0,15,1,0,0,1,1,4,2,2,0,2,1,1,0,1,0,0,1,1,1,1,4,4,3,1,2,2,4,3.0,3.5,4
0,16,1,1,0,0,2,4,4,3,0,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,6.0,5.5,6
0,17,1,1,0,2,3,4,4,2,0,2,1,0,0,1,0,0,1,1,1,0,5,5,5,1,3,3,2,5.0,5.5,6
0,15,1,1,0,3,3,4,2,2,1,2,1,0,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,7.0,8.0,8
1,16,0,1,0,1,1,3,2,0,0,2,2,0,0,1,0,1,1,1,0,1,5,4,5,4,5,3,0,3.5,0.0,0
1,17,0,1,0,1,1,4,4,0,0,1,2,0,0,0,1,0,0,1,1,0,4,4,3,2,4,5,4,4.0,4.5,5
1,15,1,0,0,4,1,1,2,1,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,6.0,6.5,7
1,15,1,0,0,4,1,1,2,1,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,7,3.5,4.5,4
1,16,1,1,0,3,4,4,1,3,0,3,2,0,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,4.5,5.0,6
1,15,1,1,0,1,1,4,4,2,0,4,2,0,0,1,0,1,1,1,0,1,5,4,5,2,4,4,8,3.5,4.5,5
1,15,0,0,0,3,3,3,3,1,1,1,2,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,0,5.5,5.5,6
1,17,1,1,0,2,1,4,4,3,0,3,1,0,0,0,0,1,1,0,0,1,5,5,5,5,5,3,8,4.0,5.0,5
0,16,1,1,0,4,4,0,0,2,0,2,3,0,0,0,0,1,1,1,1,1,4,2,2,1,1,4,6,8.0,8.0,9
0,15,1,1,0,1,2,4,2,2,0,2,1,0,0,0,0,0,1,1,0,0,5,1,2,1,1,1,3,5.5,6.5,7
0,16,1,1,0,2,3,4,2,2,0,3,2,0,0,1,0,0,1,1,1,0,4,5,4,1,2,1,2,7.5,7.5,8
1,16,1,1,0,1,2,4,4,2,1,2,2,0,0,0,0,0,1,1,0,0,4,3,3,1,1,5,0,5.0,5.5,6
0,16,1,1,0,2,2,4,4,2,0,3,2,0,0,1,0,0,1,1,1,0,4,4,5,1,1,4,4,4.5,5.0,6
0,16,0,1,0,1,2,4,2,2,0,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,0,5.0,4.0,4
0,16,0,1,0,1,2,4,2,2,0,1,3,1,0,1,0,0,1,1,0,0,1,3,2,1,2,4,3,4.5,4.0,4
0,15,0,1,0,2,1,3,4,0,0,1,2,0,1,1,0,0,0,1,1,0,4,4,2,3,3,2,0,4.5,5.0,5
0,16,0,1,0,1,1,3,4,2,1,1,2,0,0,1,0,0,0,1,0,1,5,4,3,2,1,2,0,6.5,7.0,8
1,17,1,0,0,1,2,3,2,1,0,1,1,0,0,1,0,1,1,1,1,0,5,5,5,5,5,3,4,5.0,5.5,6
0,16,1,1,0,1,1,4,4,0,1,4,4,0,0,1,0,0,0,1,1,0,4,3,2,1,1,1,0,6.5,5.0,7
0,16,1,1,0,1,1,3,4,3,1,4,3,0,1,1,0,0,1,1,0,0,4,4,3,1,1,5,2,5.0,4.5,5
0,15,1,1,0,1,1,3,4,0,1,2,2,0,0,1,0,1,1,1,1,0,4,3,3,1,1,2,1,5.5,5.0,6
0,16,1,1,0,1,1,3,4,3,0,2,1,0,0,0,0,1,1,1,1,1,4,2,2,4,3,2,0,6.5,6.0,7
0,15,1,1,0,1,1,3,3,2,1,3,2,0,0,1,0,0,1,1,0,0,4,2,1,1,2,2,0,6.5,7.0,7
0,15,1,0,0,2,2,4,4,3,1,1,3,0,1,1,0,0,1,1,0,0,4,4,3,2,2,5,2,7.0,5.5,6
1,16,1,1,0,1,1,3,4,3,1,2,1,0,0,0,0,1,1,1,0,0,3,4,4,3,4,5,6,5.5,5.5,6
0,18,0,1,0,1,2,4,4,2,1,1,2,1,0,1,0,1,1,1,1,1,3,4,4,2,3,5,9,4.5,4.0,4
1,15,0,1,0,3,1,4,2,0,0,2,1,0,0,1,0,0,1,1,0,0,3,2,3,1,3,4,0,5.0,4.5,6
0,16,1,1,0,2,2,4,2,2,1,3,2,0,0,1,0,1,1,1,1,0,5,3,4,1,1,2,1,7.0,6.5,7
1,15,0,1,0,2,2,1,4,1,0,3,1,0,0,0,0,0,1,1,0,0,4,3,3,1,2,4,1,6.5,6.0,7
1,16,0,1,0,4,4,4,0,2,1,1,2,0,0,1,0,1,1,1,0,1,4,3,1,1,1,3,0,6.5,6.0,7
0,15,1,1,0,3,3,2,4,1,0,1,2,0,0,1,0,0,1,1,1,1,4,5,4,1,1,1,4,6.5,6.0,6
0,16,1,1,0,2,2,3,4,2,0,2,2,1,0,1,0,1,0,1,0,0,4,4,4,2,3,5,2,6.0,5.5,6
0,16,1,0,0,2,2,4,4,0,1,3,1,0,0,1,0,1,1,1,0,1,4,3,2,1,1,4,0,7.0,7.0,8
1,16,0,0,0,2,1,3,2,2,0,2,1,0,0,1,0,1,1,1,1,0,2,4,3,2,3,4,4,5.0,4.0,5
1,15,1,0,0,1,3,3,4,1,1,3,1,0,0,1,0,1,1,1,1,0,4,2,4,3,5,3,2,5.0,5.5,6
0,15,0,1,0,2,2,4,2,2,0,2,3,0,0,1,0,1,1,1,0,0,5,3,2,1,1,4,0,6.0,6.5,7
0,16,1,0,0,2,1,4,4,0,0,1,1,0,0,1,0,0,1,1,1,1,5,4,3,1,1,5,2,5.0,4.0,4
1,15,0,1,0,3,3,2,2,2,1,2,1,0,0,1,0,1,0,1,1,0,4,3,3,2,4,3,11,6.0,5.0,6
0,16,1,1,0,1,1,3,4,2,1,2,2,3,1,1,0,0,1,1,0,0,3,4,3,1,1,1,0,3.5,3.5,4
0,17,0,1,0,2,2,4,3,2,0,1,1,0,0,1,0,1,1,0,0,0,4,5,3,1,1,5,4,4.5,4.5,5
0,19,0,1,0,2,3,3,2,2,2,1,1,1,0,0,0,0,1,0,1,1,4,4,4,1,1,2,0,4.5,4.5,5
0,17,1,1,0,2,1,3,4,2,0,3,1,0,0,1,0,1,1,0,0,1,5,5,3,1,1,3,2,4.5,5.0,6
0,15,1,0,0,1,1,3,4,2,0,2,1,0,0,1,0,0,1,0,0,1,5,2,1,1,3,4,0,4.5,5.0,5
0,16,1,1,0,2,2,4,4,2,1,3,2,0,0,1,0,0,1,0,1,0,3,4,5,1,2,1,1,4.5,5.0,6
0,16,0,0,1,2,2,4,4,0,0,1,1,0,0,1,0,0,1,0,0,0,4,3,4,1,2,1,6,3.5,3.5,4
